EmployeeID,Name,MobileNumber,EMail,TokenID
S0423,Staff with ID S0423,81361161,S0423@msba.com.sg,3973
S0424,Staff with ID S0424,84498293,S0424@msba.com.sg,4243
S0425,Staff with ID S0425,89864470,S0425@msba.com.sg,2511
S0426,Staff with ID S0426,85746619,S0426@msba.com.sg,2929
S0427,Staff with ID S0427,95189984,S0427@msba.com.sg,2633
S0428,Staff with ID S0428,81395579,S0428@msba.com.sg,2001
S0429,Staff with ID S0429,93479459,S0429@msba.com.sg,3107
S0430,Staff with ID S0430,99901141,S0430@msba.com.sg,3498
S0431,Staff with ID S0431,84047073,S0431@msba.com.sg,1359
S0432,Staff with ID S0432,83807208,S0432@msba.com.sg,5254
S0433,Staff with ID S0433,87215380,S0433@msba.com.sg,2683
S0434,Staff with ID S0434,98995153,S0434@msba.com.sg,4730
S0435,Staff with ID S0435,93045276,S0435@msba.com.sg,3545
S0436,Staff with ID S0436,88285480,S0436@msba.com.sg,5211
S0437,Staff with ID S0437,85106948,S0437@msba.com.sg,1277
S0438,Staff with ID S0438,92117027,S0438@msba.com.sg,4277
S0439,Staff with ID S0439,87654842,S0439@msba.com.sg,3325
S0440,Staff with ID S0440,93582854,S0440@msba.com.sg,1113
S0441,Staff with ID S0441,92032141,S0441@msba.com.sg,5257
S0442,Staff with ID S0442,93041264,S0442@msba.com.sg,2483
S0443,Staff with ID S0443,85512616,S0443@msba.com.sg,4572
S0444,Staff with ID S0444,88557261,S0444@msba.com.sg,4936
S0445,Staff with ID S0445,94839192,S0445@msba.com.sg,1587
S0446,Staff with ID S0446,88579167,S0446@msba.com.sg,2458
S0447,Staff with ID S0447,91943589,S0447@msba.com.sg,1162
S0448,Staff with ID S0448,97129998,S0448@msba.com.sg,3454
S0449,Staff with ID S0449,93646582,S0449@msba.com.sg,2371
S0450,Staff with ID S0450,94361449,S0450@msba.com.sg,3714
S0451,Staff with ID S0451,89292310,S0451@msba.com.sg,1204
S0452,Staff with ID S0452,89607272,S0452@msba.com.sg,2412
S0453,Staff with ID S0453,82138978,S0453@msba.com.sg,1018
S0454,Staff with ID S0454,98220300,S0454@msba.com.sg,1651
S0455,Staff with ID S0455,93218571,S0455@msba.com.sg,5096
S0456,Staff with ID S0456,96018469,S0456@msba.com.sg,2175
S0457,Staff with ID S0457,92360010,S0457@msba.com.sg,3940
S0458,Staff with ID S0458,88405046,S0458@msba.com.sg,1432
S0459,Staff with ID S0459,87702771,S0459@msba.com.sg,1597
S0460,Staff with ID S0460,96308097,S0460@msba.com.sg,1492
S0461,Staff with ID S0461,81797919,S0461@msba.com.sg,2459
S0462,Staff with ID S0462,98285232,S0462@msba.com.sg,4678
S0463,Staff with ID S0463,81916186,S0463@msba.com.sg,3378
S0464,Staff with ID S0464,85874758,S0464@msba.com.sg,4174
S0465,Staff with ID S0465,83275329,S0465@msba.com.sg,4338
S0466,Staff with ID S0466,84622018,S0466@msba.com.sg,3720
S0467,Staff with ID S0467,92042913,S0467@msba.com.sg,3831
S0468,Staff with ID S0468,97766407,S0468@msba.com.sg,5448
S0469,Staff with ID S0469,84974426,S0469@msba.com.sg,5372
S0470,Staff with ID S0470,99260699,S0470@msba.com.sg,2808
S0471,Staff with ID S0471,93629909,S0471@msba.com.sg,4776
S0472,Staff with ID S0472,83799784,S0472@msba.com.sg,4158
S0473,Staff with ID S0473,88718706,S0473@msba.com.sg,2150
S0474,Staff with ID S0474,89141316,S0474@msba.com.sg,4282
S0475,Staff with ID S0475,92659092,S0475@msba.com.sg,4036
S0476,Staff with ID S0476,95834046,S0476@msba.com.sg,2123
S0477,Staff with ID S0477,85157093,S0477@msba.com.sg,4321
S0478,Staff with ID S0478,83261711,S0478@msba.com.sg,2166
S0479,Staff with ID S0479,91926853,S0479@msba.com.sg,2238
S0480,Staff with ID S0480,84073509,S0480@msba.com.sg,4546
S0481,Staff with ID S0481,89523149,S0481@msba.com.sg,2006
S0482,Staff with ID S0482,84538249,S0482@msba.com.sg,4307
S0483,Staff with ID S0483,94881808,S0483@msba.com.sg,1158
S0484,Staff with ID S0484,81526969,S0484@msba.com.sg,2361
S0485,Staff with ID S0485,84228889,S0485@msba.com.sg,4517
S0486,Staff with ID S0486,89103655,S0486@msba.com.sg,2678
S0487,Staff with ID S0487,93247185,S0487@msba.com.sg,3603
S0488,Staff with ID S0488,92416052,S0488@msba.com.sg,3392
S0489,Staff with ID S0489,88677606,S0489@msba.com.sg,1647
S0490,Staff with ID S0490,81754351,S0490@msba.com.sg,1214
S0491,Staff with ID S0491,85935834,S0491@msba.com.sg,2858
S0492,Staff with ID S0492,98218510,S0492@msba.com.sg,5297
S0493,Staff with ID S0493,99121544,S0493@msba.com.sg,4621
S0494,Staff with ID S0494,85726175,S0494@msba.com.sg,2920
S0495,Staff with ID S0495,98643789,S0495@msba.com.sg,4966
S0496,Staff with ID S0496,96234404,S0496@msba.com.sg,4118
S0497,Staff with ID S0497,95615930,S0497@msba.com.sg,2212
S0498,Staff with ID S0498,94422301,S0498@msba.com.sg,3497
S0499,Staff with ID S0499,84541922,S0499@msba.com.sg,3557
S0500,Staff with ID S0500,88566934,S0500@msba.com.sg,1388
S0501,Staff with ID S0501,98314211,S0501@msba.com.sg,2254
S0502,Staff with ID S0502,93868227,S0502@msba.com.sg,3162
S0503,Staff with ID S0503,99272690,S0503@msba.com.sg,4819
S0504,Staff with ID S0504,95319898,S0504@msba.com.sg,1656
S0505,Staff with ID S0505,85969551,S0505@msba.com.sg,5349
S0506,Staff with ID S0506,94440242,S0506@msba.com.sg,4691
S0507,Staff with ID S0507,91885359,S0507@msba.com.sg,4541
S0508,Staff with ID S0508,96992498,S0508@msba.com.sg,1793
S0509,Staff with ID S0509,99379969,S0509@msba.com.sg,1166
S0510,Staff with ID S0510,82676745,S0510@msba.com.sg,1764
S0511,Staff with ID S0511,83950683,S0511@msba.com.sg,2757
S0512,Staff with ID S0512,89599668,S0512@msba.com.sg,2206
S0513,Staff with ID S0513,91746214,S0513@msba.com.sg,4288
S0514,Staff with ID S0514,83997776,S0514@msba.com.sg,2538
S0515,Staff with ID S0515,82595616,S0515@msba.com.sg,4924
S0516,Staff with ID S0516,87303603,S0516@msba.com.sg,2339
S0517,Staff with ID S0517,91964860,S0517@msba.com.sg,2997
S0518,Staff with ID S0518,93375146,S0518@msba.com.sg,3994
S0519,Staff with ID S0519,83190587,S0519@msba.com.sg,3580
S0520,Staff with ID S0520,99710501,S0520@msba.com.sg,3350
S0521,Staff with ID S0521,88211936,S0521@msba.com.sg,2423
S0522,Staff with ID S0522,86018547,S0522@msba.com.sg,4651
S0523,Staff with ID S0523,95212173,S0523@msba.com.sg,2884
S0524,Staff with ID S0524,87041966,S0524@msba.com.sg,3892
S0525,Staff with ID S0525,99229280,S0525@msba.com.sg,2253
S0526,Staff with ID S0526,86275709,S0526@msba.com.sg,5073
S0527,Staff with ID S0527,83881646,S0527@msba.com.sg,2493
S0528,Staff with ID S0528,99440227,S0528@msba.com.sg,2220
S0529,Staff with ID S0529,84602060,S0529@msba.com.sg,5429
S0530,Staff with ID S0530,92452727,S0530@msba.com.sg,4707
S0531,Staff with ID S0531,99145465,S0531@msba.com.sg,1499
S0532,Staff with ID S0532,88280919,S0532@msba.com.sg,5455
S0533,Staff with ID S0533,96173161,S0533@msba.com.sg,2360
S0534,Staff with ID S0534,93114563,S0534@msba.com.sg,2055
S0535,Staff with ID S0535,85616872,S0535@msba.com.sg,4096
S0536,Staff with ID S0536,99924919,S0536@msba.com.sg,1056
S0537,Staff with ID S0537,86846334,S0537@msba.com.sg,4897
S0538,Staff with ID S0538,97144047,S0538@msba.com.sg,1272
S0539,Staff with ID S0539,98154860,S0539@msba.com.sg,3888
S0540,Staff with ID S0540,83013058,S0540@msba.com.sg,2195
S0541,Staff with ID S0541,96209226,S0541@msba.com.sg,1747
S0542,Staff with ID S0542,98856432,S0542@msba.com.sg,3676
S0543,Staff with ID S0543,82759902,S0543@msba.com.sg,3860
S0544,Staff with ID S0544,88272806,S0544@msba.com.sg,3389
S0545,Staff with ID S0545,92002560,S0545@msba.com.sg,3170
S0546,Staff with ID S0546,92256016,S0546@msba.com.sg,2501
S0547,Staff with ID S0547,92480067,S0547@msba.com.sg,5274
S0548,Staff with ID S0548,91385835,S0548@msba.com.sg,1130
S0549,Staff with ID S0549,91196617,S0549@msba.com.sg,3526
S0550,Staff with ID S0550,93199437,S0550@msba.com.sg,4088
S0551,Staff with ID S0551,81648101,S0551@msba.com.sg,3513
S0552,Staff with ID S0552,84181850,S0552@msba.com.sg,2313
S0553,Staff with ID S0553,91204305,S0553@msba.com.sg,2802
S0554,Staff with ID S0554,82926456,S0554@msba.com.sg,3009
S0555,Staff with ID S0555,83621443,S0555@msba.com.sg,3051
S0556,Staff with ID S0556,86887290,S0556@msba.com.sg,5012
S0557,Staff with ID S0557,86037880,S0557@msba.com.sg,1210
S0558,Staff with ID S0558,89170223,S0558@msba.com.sg,3249
S0559,Staff with ID S0559,91402869,S0559@msba.com.sg,5400
S0560,Staff with ID S0560,99016510,S0560@msba.com.sg,1691
S0561,Staff with ID S0561,89684078,S0561@msba.com.sg,1888
S0562,Staff with ID S0562,82217241,S0562@msba.com.sg,4114
S0563,Staff with ID S0563,99951798,S0563@msba.com.sg,4111
S0564,Staff with ID S0564,86257197,S0564@msba.com.sg,1990
S0565,Staff with ID S0565,91643252,S0565@msba.com.sg,2779
S0566,Staff with ID S0566,86618211,S0566@msba.com.sg,1730
S0567,Staff with ID S0567,84891128,S0567@msba.com.sg,3574
S0568,Staff with ID S0568,82733341,S0568@msba.com.sg,3712
S0569,Staff with ID S0569,85619918,S0569@msba.com.sg,2284
S0570,Staff with ID S0570,99830545,S0570@msba.com.sg,4414
S0571,Staff with ID S0571,89099235,S0571@msba.com.sg,5434
S0572,Staff with ID S0572,93315790,S0572@msba.com.sg,4397
S0573,Staff with ID S0573,87032811,S0573@msba.com.sg,1528
S0574,Staff with ID S0574,83787550,S0574@msba.com.sg,2485
S0575,Staff with ID S0575,94268296,S0575@msba.com.sg,2088
S0576,Staff with ID S0576,93708224,S0576@msba.com.sg,2595
S0577,Staff with ID S0577,82324875,S0577@msba.com.sg,1030
S0578,Staff with ID S0578,86777878,S0578@msba.com.sg,3222
S0579,Staff with ID S0579,89216892,S0579@msba.com.sg,2367
S0580,Staff with ID S0580,87000517,S0580@msba.com.sg,3506
S0581,Staff with ID S0581,97670987,S0581@msba.com.sg,1076
S0582,Staff with ID S0582,87105190,S0582@msba.com.sg,4030
S0583,Staff with ID S0583,88291591,S0583@msba.com.sg,1281
S0584,Staff with ID S0584,84721485,S0584@msba.com.sg,5098
S0585,Staff with ID S0585,88733601,S0585@msba.com.sg,4373
S0586,Staff with ID S0586,89096238,S0586@msba.com.sg,2905
S0587,Staff with ID S0587,94696935,S0587@msba.com.sg,2283
S0588,Staff with ID S0588,96661450,S0588@msba.com.sg,3669
S0589,Staff with ID S0589,95454760,S0589@msba.com.sg,2819
S0590,Staff with ID S0590,86638680,S0590@msba.com.sg,5232
S0591,Staff with ID S0591,99014209,S0591@msba.com.sg,4614
S0592,Staff with ID S0592,99057706,S0592@msba.com.sg,3158
S0593,Staff with ID S0593,84482539,S0593@msba.com.sg,2617
S0594,Staff with ID S0594,98822964,S0594@msba.com.sg,3132
S0595,Staff with ID S0595,88204624,S0595@msba.com.sg,4785
S0596,Staff with ID S0596,86392401,S0596@msba.com.sg,5421
S0597,Staff with ID S0597,82884509,S0597@msba.com.sg,4498
S0598,Staff with ID S0598,86177020,S0598@msba.com.sg,1425
S0599,Staff with ID S0599,94264191,S0599@msba.com.sg,2302
S0600,Staff with ID S0600,82038036,S0600@msba.com.sg,2919
S0601,Staff with ID S0601,86613795,S0601@msba.com.sg,2466
S0602,Staff with ID S0602,97130309,S0602@msba.com.sg,2043
S0603,Staff with ID S0603,96607646,S0603@msba.com.sg,2966
S0604,Staff with ID S0604,87849123,S0604@msba.com.sg,1565
S0605,Staff with ID S0605,94575956,S0605@msba.com.sg,1345
S0606,Staff with ID S0606,84937929,S0606@msba.com.sg,1593
S0607,Staff with ID S0607,82815638,S0607@msba.com.sg,4247
S0608,Staff with ID S0608,93386641,S0608@msba.com.sg,2660
S0609,Staff with ID S0609,92451110,S0609@msba.com.sg,2008
S0610,Staff with ID S0610,83508925,S0610@msba.com.sg,5326
S0611,Staff with ID S0611,96624029,S0611@msba.com.sg,2639
S0612,Staff with ID S0612,94015003,S0612@msba.com.sg,4706
S0613,Staff with ID S0613,82992622,S0613@msba.com.sg,1346
S0614,Staff with ID S0614,97434126,S0614@msba.com.sg,2025
S0615,Staff with ID S0615,83285822,S0615@msba.com.sg,5497
S0616,Staff with ID S0616,96700151,S0616@msba.com.sg,2471
S0617,Staff with ID S0617,81935847,S0617@msba.com.sg,2288
S0618,Staff with ID S0618,85991990,S0618@msba.com.sg,1122
S0619,Staff with ID S0619,85320265,S0619@msba.com.sg,3043
S0620,Staff with ID S0620,93123562,S0620@msba.com.sg,1264
S0621,Staff with ID S0621,99502322,S0621@msba.com.sg,1290
S0622,Staff with ID S0622,86470701,S0622@msba.com.sg,1216
S0623,Staff with ID S0623,89744432,S0623@msba.com.sg,2531
S0624,Staff with ID S0624,81752074,S0624@msba.com.sg,2543
S0625,Staff with ID S0625,87146326,S0625@msba.com.sg,1042
S0626,Staff with ID S0626,81185802,S0626@msba.com.sg,1131
S0627,Staff with ID S0627,87559367,S0627@msba.com.sg,2548
S0628,Staff with ID S0628,86715564,S0628@msba.com.sg,1511
S0629,Staff with ID S0629,85330354,S0629@msba.com.sg,2717
S0630,Staff with ID S0630,84460262,S0630@msba.com.sg,3812
S0631,Staff with ID S0631,88652924,S0631@msba.com.sg,5474
S0632,Staff with ID S0632,87460457,S0632@msba.com.sg,4534
S0633,Staff with ID S0633,99443096,S0633@msba.com.sg,2463
S0634,Staff with ID S0634,87837247,S0634@msba.com.sg,2674
S0635,Staff with ID S0635,92381178,S0635@msba.com.sg,1332
S0636,Staff with ID S0636,93652213,S0636@msba.com.sg,5475
S0637,Staff with ID S0637,87465428,S0637@msba.com.sg,2570
S0638,Staff with ID S0638,95460118,S0638@msba.com.sg,2762
S0639,Staff with ID S0639,93317557,S0639@msba.com.sg,4721
S0640,Staff with ID S0640,87222166,S0640@msba.com.sg,4090
S0641,Staff with ID S0641,94362882,S0641@msba.com.sg,3769
S0642,Staff with ID S0642,99721171,S0642@msba.com.sg,3075
S0643,Staff with ID S0643,88109027,S0643@msba.com.sg,3330
S0644,Staff with ID S0644,89481888,S0644@msba.com.sg,3306
S0645,Staff with ID S0645,82563934,S0645@msba.com.sg,2044
S0646,Staff with ID S0646,92764516,S0646@msba.com.sg,2725
S0647,Staff with ID S0647,88260637,S0647@msba.com.sg,3764
S0648,Staff with ID S0648,81925352,S0648@msba.com.sg,3658
S0649,Staff with ID S0649,82506479,S0649@msba.com.sg,5299
S0650,Staff with ID S0650,82384527,S0650@msba.com.sg,3111
S0651,Staff with ID S0651,81868544,S0651@msba.com.sg,3693
S0652,Staff with ID S0652,84795438,S0652@msba.com.sg,4835
S0653,Staff with ID S0653,91968239,S0653@msba.com.sg,2658
S0654,Staff with ID S0654,88333757,S0654@msba.com.sg,4269
S0655,Staff with ID S0655,82124109,S0655@msba.com.sg,3960
S0656,Staff with ID S0656,95919344,S0656@msba.com.sg,3128
S0657,Staff with ID S0657,81628704,S0657@msba.com.sg,3263
S0658,Staff with ID S0658,93443955,S0658@msba.com.sg,5044
S0659,Staff with ID S0659,89203795,S0659@msba.com.sg,1314
S0660,Staff with ID S0660,94764958,S0660@msba.com.sg,2564
S0661,Staff with ID S0661,93189225,S0661@msba.com.sg,2624
S0662,Staff with ID S0662,96549663,S0662@msba.com.sg,2400
S0663,Staff with ID S0663,86819850,S0663@msba.com.sg,3207
S0664,Staff with ID S0664,89584591,S0664@msba.com.sg,3921
S0665,Staff with ID S0665,81601386,S0665@msba.com.sg,3757
S0666,Staff with ID S0666,94780750,S0666@msba.com.sg,4150
S0667,Staff with ID S0667,87773325,S0667@msba.com.sg,1311
S0668,Staff with ID S0668,94125772,S0668@msba.com.sg,4872
S0669,Staff with ID S0669,86313829,S0669@msba.com.sg,4219
S0670,Staff with ID S0670,82242685,S0670@msba.com.sg,4494
S0671,Staff with ID S0671,96718012,S0671@msba.com.sg,5118
S0672,Staff with ID S0672,87294684,S0672@msba.com.sg,2724
S0673,Staff with ID S0673,86758358,S0673@msba.com.sg,4279
S0674,Staff with ID S0674,98152082,S0674@msba.com.sg,4392
S0675,Staff with ID S0675,96785251,S0675@msba.com.sg,2395
S0676,Staff with ID S0676,86325511,S0676@msba.com.sg,3956
S0677,Staff with ID S0677,86776725,S0677@msba.com.sg,4884
S0678,Staff with ID S0678,88553511,S0678@msba.com.sg,1621
S0679,Staff with ID S0679,85124590,S0679@msba.com.sg,3635
S0680,Staff with ID S0680,81276951,S0680@msba.com.sg,4577
S0681,Staff with ID S0681,84096277,S0681@msba.com.sg,3262
S0682,Staff with ID S0682,98656932,S0682@msba.com.sg,2895
S0683,Staff with ID S0683,88303152,S0683@msba.com.sg,1173
S0684,Staff with ID S0684,84768212,S0684@msba.com.sg,1365
S0685,Staff with ID S0685,92239728,S0685@msba.com.sg,1495
S0686,Staff with ID S0686,81627014,S0686@msba.com.sg,4637
S0687,Staff with ID S0687,89317218,S0687@msba.com.sg,3242
S0688,Staff with ID S0688,91281969,S0688@msba.com.sg,3211
S0689,Staff with ID S0689,88236982,S0689@msba.com.sg,5438
S0690,Staff with ID S0690,91850571,S0690@msba.com.sg,4120
S0691,Staff with ID S0691,98227570,S0691@msba.com.sg,4809
S0692,Staff with ID S0692,81536341,S0692@msba.com.sg,3399
S0693,Staff with ID S0693,85139383,S0693@msba.com.sg,4909
S0694,Staff with ID S0694,97931291,S0694@msba.com.sg,3985
S0695,Staff with ID S0695,81453710,S0695@msba.com.sg,3877
S0696,Staff with ID S0696,86748245,S0696@msba.com.sg,4723
S0697,Staff with ID S0697,96115867,S0697@msba.com.sg,3188
S0698,Staff with ID S0698,88212603,S0698@msba.com.sg,4838
S0699,Staff with ID S0699,89625655,S0699@msba.com.sg,5085
S0700,Staff with ID S0700,95064517,S0700@msba.com.sg,3027
S0701,Staff with ID S0701,92945967,S0701@msba.com.sg,2706
S0702,Staff with ID S0702,97042877,S0702@msba.com.sg,4353
S0703,Staff with ID S0703,83151058,S0703@msba.com.sg,1588
S0704,Staff with ID S0704,97760563,S0704@msba.com.sg,1552
S0705,Staff with ID S0705,84651064,S0705@msba.com.sg,2144
S0706,Staff with ID S0706,82348884,S0706@msba.com.sg,2173
S0707,Staff with ID S0707,87313715,S0707@msba.com.sg,4806
S0708,Staff with ID S0708,95085356,S0708@msba.com.sg,5466
S0709,Staff with ID S0709,86629267,S0709@msba.com.sg,2086
S0710,Staff with ID S0710,81885423,S0710@msba.com.sg,4854
S0711,Staff with ID S0711,98587171,S0711@msba.com.sg,2138
S0712,Staff with ID S0712,91507688,S0712@msba.com.sg,5491
S0713,Staff with ID S0713,97938277,S0713@msba.com.sg,2290
S0714,Staff with ID S0714,87606764,S0714@msba.com.sg,2128
S0715,Staff with ID S0715,83468589,S0715@msba.com.sg,2492
S0716,Staff with ID S0716,86129028,S0716@msba.com.sg,4704
S0717,Staff with ID S0717,89224160,S0717@msba.com.sg,5014
S0718,Staff with ID S0718,95600921,S0718@msba.com.sg,4060
S0719,Staff with ID S0719,86295398,S0719@msba.com.sg,1165
S0720,Staff with ID S0720,82939557,S0720@msba.com.sg,5278
S0721,Staff with ID S0721,99569587,S0721@msba.com.sg,1032
S0722,Staff with ID S0722,92588161,S0722@msba.com.sg,4514
S0723,Staff with ID S0723,84881588,S0723@msba.com.sg,4200
S0724,Staff with ID S0724,87088633,S0724@msba.com.sg,1607
S0725,Staff with ID S0725,89497696,S0725@msba.com.sg,1669
S0726,Staff with ID S0726,95454549,S0726@msba.com.sg,2311
S0727,Staff with ID S0727,88144656,S0727@msba.com.sg,1279
S0728,Staff with ID S0728,85430056,S0728@msba.com.sg,3273
S0729,Staff with ID S0729,82342414,S0729@msba.com.sg,4873
S0730,Staff with ID S0730,96883436,S0730@msba.com.sg,1941
S0731,Staff with ID S0731,82180363,S0731@msba.com.sg,5388
S0732,Staff with ID S0732,91797395,S0732@msba.com.sg,3731
S0733,Staff with ID S0733,98569157,S0733@msba.com.sg,4953
S0734,Staff with ID S0734,84562241,S0734@msba.com.sg,2100
S0735,Staff with ID S0735,93159696,S0735@msba.com.sg,3244
S0736,Staff with ID S0736,91132782,S0736@msba.com.sg,4186
S0737,Staff with ID S0737,93878103,S0737@msba.com.sg,3117
S0738,Staff with ID S0738,87275431,S0738@msba.com.sg,3642
S0739,Staff with ID S0739,82046368,S0739@msba.com.sg,2520
S0740,Staff with ID S0740,93382483,S0740@msba.com.sg,2971
S0741,Staff with ID S0741,92491733,S0741@msba.com.sg,3699
S0742,Staff with ID S0742,94243498,S0742@msba.com.sg,4297
S0743,Staff with ID S0743,85727592,S0743@msba.com.sg,4294
S0744,Staff with ID S0744,95209621,S0744@msba.com.sg,5304
S0745,Staff with ID S0745,92965547,S0745@msba.com.sg,2306
S0746,Staff with ID S0746,85554198,S0746@msba.com.sg,2168
S0747,Staff with ID S0747,88336447,S0747@msba.com.sg,1157
S0748,Staff with ID S0748,83921216,S0748@msba.com.sg,5192
S0749,Staff with ID S0749,95149926,S0749@msba.com.sg,4359
S0750,Staff with ID S0750,94557267,S0750@msba.com.sg,1706
S0751,Staff with ID S0751,85074365,S0751@msba.com.sg,2376
S0752,Staff with ID S0752,91167195,S0752@msba.com.sg,1566
S0753,Staff with ID S0753,94597556,S0753@msba.com.sg,3728
S0754,Staff with ID S0754,84642150,S0754@msba.com.sg,5185
S0755,Staff with ID S0755,98900501,S0755@msba.com.sg,2065
S0756,Staff with ID S0756,97555432,S0756@msba.com.sg,5045
S0757,Staff with ID S0757,86320692,S0757@msba.com.sg,2347
S0758,Staff with ID S0758,94512150,S0758@msba.com.sg,4565
S0759,Staff with ID S0759,99752295,S0759@msba.com.sg,4184
S0760,Staff with ID S0760,99457484,S0760@msba.com.sg,2688
S0761,Staff with ID S0761,82474930,S0761@msba.com.sg,1479
S0762,Staff with ID S0762,86899292,S0762@msba.com.sg,3336
S0763,Staff with ID S0763,85213033,S0763@msba.com.sg,4227
S0764,Staff with ID S0764,99620012,S0764@msba.com.sg,4974
S0765,Staff with ID S0765,96202553,S0765@msba.com.sg,3775
S0766,Staff with ID S0766,89164391,S0766@msba.com.sg,1295
S0767,Staff with ID S0767,86264622,S0767@msba.com.sg,2792
S0768,Staff with ID S0768,88063884,S0768@msba.com.sg,4311
S0769,Staff with ID S0769,81682422,S0769@msba.com.sg,3125
S0770,Staff with ID S0770,89361497,S0770@msba.com.sg,3678
S0771,Staff with ID S0771,88997388,S0771@msba.com.sg,2951
S0772,Staff with ID S0772,84592804,S0772@msba.com.sg,4731
S0773,Staff with ID S0773,92097223,S0773@msba.com.sg,2217
S0774,Staff with ID S0774,82929795,S0774@msba.com.sg,3529
S0775,Staff with ID S0775,96307949,S0775@msba.com.sg,3382
S0776,Staff with ID S0776,96550492,S0776@msba.com.sg,1974
S0777,Staff with ID S0777,94054973,S0777@msba.com.sg,5367
S0778,Staff with ID S0778,86183802,S0778@msba.com.sg,3880
S0779,Staff with ID S0779,82254680,S0779@msba.com.sg,1372
S0780,Staff with ID S0780,93490425,S0780@msba.com.sg,3135
S0781,Staff with ID S0781,99833874,S0781@msba.com.sg,1922
S0782,Staff with ID S0782,91475460,S0782@msba.com.sg,1671
S0783,Staff with ID S0783,95954259,S0783@msba.com.sg,4010
S0784,Staff with ID S0784,82847847,S0784@msba.com.sg,2237
S0785,Staff with ID S0785,93380840,S0785@msba.com.sg,2431
S0786,Staff with ID S0786,89295180,S0786@msba.com.sg,1666
S0787,Staff with ID S0787,88769768,S0787@msba.com.sg,5129
S0788,Staff with ID S0788,87068184,S0788@msba.com.sg,1286
S0789,Staff with ID S0789,87336187,S0789@msba.com.sg,1978
S0790,Staff with ID S0790,98669971,S0790@msba.com.sg,5105
S0791,Staff with ID S0791,88341885,S0791@msba.com.sg,3589
S0792,Staff with ID S0792,92915721,S0792@msba.com.sg,1415
S0793,Staff with ID S0793,94600323,S0793@msba.com.sg,2836
S0794,Staff with ID S0794,96586202,S0794@msba.com.sg,1759
S0795,Staff with ID S0795,86201055,S0795@msba.com.sg,3072
S0796,Staff with ID S0796,89709201,S0796@msba.com.sg,5279
S0797,Staff with ID S0797,85009311,S0797@msba.com.sg,3825
S0798,Staff with ID S0798,86162418,S0798@msba.com.sg,2809
S0799,Staff with ID S0799,95683450,S0799@msba.com.sg,2838
S0800,Staff with ID S0800,97930880,S0800@msba.com.sg,4310
